section,metric,month,value,month_date
Time between Booking Date and Appointment Date,2 to 7 Days,Apr-24,5161490.0,2024-04-01
Time between Booking Date and Appointment Date,2 to 7 Days,May-24,0.170665648880546,2024-05-01
Time between Booking Date and Appointment Date,2 to 7 Days,May-24,5132895.0,2024-05-01
Time between Booking Date and Appointment Date,2 to 7 Days,Jun-24,0.179549832342632,2024-06-01
Time between Booking Date and Appointment Date,2 to 7 Days,Jun-24,5050842.0,2024-06-01
Time between Booking Date and Appointment Date,2 to 7 Days,Jul-24,0.181779939350722,2024-07-01
Time between Booking Date and Appointment Date,2 to 7 Days,Jul-24,5671182.0,2024-07-01
Time between Booking Date and Appointment Date,2 to 7 Days,Aug-24,0.174599265541407,2024-08-01
Time between Booking Date and Appointment Date,2 to 7 Days,Aug-24,4803997.0,2024-08-01
Time between Booking Date and Appointment Date,2 to 7 Days,Sep-24,0.184847071953412,2024-09-01
Time between Booking Date and Appointment Date,2 to 7 Days,Sep-24,5521363.0,2024-09-01
Time between Booking Date and Appointment Date,2 to 7 Days,Oct-24,0.16750195697328,2024-10-01
Time between Booking Date and Appointment Date,2 to 7 Days,Oct-24,6451096.0,2024-10-01
Time between Booking Date and Appointment Date,2 to 7 Days,Nov-24,0.174614361763414,2024-11-01
Time between Booking Date and Appointment Date,2 to 7 Days,Nov-24,5493683.0,2024-11-01
Time between Booking Date and Appointment Date,2 to 7 Days,Dec-24,0.169789320151908,2024-12-01
Time between Booking Date and Appointment Date,2 to 7 Days,Dec-24,4800130.0,2024-12-01
Time between Booking Date and Appointment Date,2 to 7 Days,Jan-25,0.185212379620707,2025-01-01
Time between Booking Date and Appointment Date,2 to 7 Days,Jan-25,6109425.0,2025-01-01
Time between Booking Date and Appointment Date,2 to 7 Days,Feb-25,0.17845165811567,2025-02-01
Time between Booking Date and Appointment Date,2 to 7 Days,Feb-25,5287397.0,2025-02-01
Time between Booking Date and Appointment Date,2 to 7 Days,Mar-25,0.179352846144626,2025-03-01
Time between Booking Date and Appointment Date,2 to 7 Days,Mar-25,5621799.0,2025-03-01
Time between Booking Date and Appointment Date,2 to 7 Days,Apr-25,0.163582033671135,2025-04-01
Time between Booking Date and Appointment Date,2 to 7 Days,Apr-25,4783333.0,2025-04-01
Time between Booking Date and Appointment Date,2 to 7 Days,May-25,0.169828361042619,2025-05-01
Time between Booking Date and Appointment Date,2 to 7 Days,May-25,4946662.0,2025-05-01
Time between Booking Date and Appointment Date,2 to 7 Days,Jun-25,0.179199710658767,2025-06-01
Time between Booking Date and Appointment Date,2 to 7 Days,Jun-25,5466020.0,2025-06-01
Time between Booking Date and Appointment Date,2 to 7 Days,Jul-25,0.177318389887805,2025-07-01
Time between Booking Date and Appointment Date,2 to 7 Days,Jul-25,5767001.0,2025-07-01
Time between Booking Date and Appointment Date,2 to 7 Days,Aug-25,0.169181054340192,2025-08-01
Time between Booking Date and Appointment Date,2 to 7 Days,Aug-25,4599582.0,2025-08-01
Time between Booking Date and Appointment Date,2 to 7 Days,Sep-25,0.179547016175039,2025-09-01
Time between Booking Date and Appointment Date,2 to 7 Days,Sep-25,5763340.0,2025-09-01
Time between Booking Date and Appointment Date,2 to 7 Days,Oct-25,0.167113556288382,2025-10-01
Time between Booking Date and Appointment Date,2 to 7 Days,Oct-25,6575193.0,2025-10-01
Time between Booking Date and Appointment Date,2 to 7 Days,Nov-25,0.175789084757912,2025-11-01
Time between Booking Date and Appointment Date,2 to 7 Days,Nov-25,5474735.0,2025-11-01
Time between Booking Date and Appointment Date,2 to 7 Days,Dec-25,0.167927967063645,2025-12-01
Time between Booking Date and Appointment Date,2 to 7 Days,Dec-25,5183114.0,2025-12-01
Time between Booking Date and Appointment Date,22  to 28 Days,Feb-21,0.0210572355209156,2021-02-01
Time between Booking Date and Appointment Date,22  to 28 Days,Feb-21,471673.0,2021-02-01
Time between Booking Date and Appointment Date,22  to 28 Days,Mar-21,0.0231229089398204,2021-03-01
Time between Booking Date and Appointment Date,22  to 28 Days,Mar-21,629531.0,2021-03-01
Time between Booking Date and Appointment Date,22  to 28 Days,Apr-21,0.029364530853773,2021-04-01
Time between Booking Date and Appointment Date,22  to 28 Days,Apr-21,701223.0,2021-04-01
Time between Booking Date and Appointment Date,22  to 28 Days,May-21,0.0286523176082417,2021-05-01
Time between Booking Date and Appointment Date,22  to 28 Days,May-21,673570.0,2021-05-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jun-21,0.0328065647104698,2021-06-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jun-21,878697.0,2021-06-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jul-21,0.0333282839700769,2021-07-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jul-21,857844.0,2021-07-01
Time between Booking Date and Appointment Date,22  to 28 Days,Aug-21,0.0347501281958779,2021-08-01
Time between Booking Date and Appointment Date,22  to 28 Days,Aug-21,828866.0,2021-08-01
Time between Booking Date and Appointment Date,22  to 28 Days,Sep-21,0.0422002614707595,2021-09-01
Time between Booking Date and Appointment Date,22  to 28 Days,Sep-21,1203657.0,2021-09-01
Time between Booking Date and Appointment Date,22  to 28 Days,Oct-21,0.0363952297257172,2021-10-01
Time between Booking Date and Appointment Date,22  to 28 Days,Oct-21,1102915.0,2021-10-01
Time between Booking Date and Appointment Date,22  to 28 Days,Nov-21,0.0403849423796755,2021-11-01
Time between Booking Date and Appointment Date,22  to 28 Days,Nov-21,1227907.0,2021-11-01
Time between Booking Date and Appointment Date,22  to 28 Days,Dec-21,0.0391878516399016,2021-12-01
Time between Booking Date and Appointment Date,22  to 28 Days,Dec-21,985213.0,2021-12-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jan-22,0.0332299297450088,2022-01-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jan-22,851865.0,2022-01-01
Time between Booking Date and Appointment Date,22  to 28 Days,Feb-22,0.0320441991129257,2022-02-01
Time between Booking Date and Appointment Date,22  to 28 Days,Feb-22,812489.0,2022-02-01
Time between Booking Date and Appointment Date,22  to 28 Days,Mar-22,0.0377189198924211,2022-03-01
Time between Booking Date and Appointment Date,22  to 28 Days,Mar-22,1116292.0,2022-03-01
Time between Booking Date and Appointment Date,22  to 28 Days,Apr-22,0.0423057718733769,2022-04-01
Time between Booking Date and Appointment Date,22  to 28 Days,Apr-22,1011652.0,2022-04-01
Time between Booking Date and Appointment Date,22  to 28 Days,May-22,0.0390066582141354,2022-05-01
Time between Booking Date and Appointment Date,22  to 28 Days,May-22,1072508.0,2022-05-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jun-22,0.0471273005028064,2022-06-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jun-22,1217196.0,2022-06-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jul-22,0.0431518302566181,2022-07-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jul-22,1118295.0,2022-07-01
Time between Booking Date and Appointment Date,22  to 28 Days,Aug-22,0.0440833785660856,2022-08-01
Time between Booking Date and Appointment Date,22  to 28 Days,Aug-22,1167721.0,2022-08-01
Time between Booking Date and Appointment Date,22  to 28 Days,Sep-22,0.0486580034871186,2022-09-01
Time between Booking Date and Appointment Date,22  to 28 Days,Sep-22,1375243.0,2022-09-01
Time between Booking Date and Appointment Date,22  to 28 Days,Oct-22,0.0511899754853991,2022-10-01
Time between Booking Date and Appointment Date,22  to 28 Days,Oct-22,1638085.0,2022-10-01
Time between Booking Date and Appointment Date,22  to 28 Days,Nov-22,0.0483686982616689,2022-11-01
Time between Booking Date and Appointment Date,22  to 28 Days,Nov-22,1511220.0,2022-11-01
Time between Booking Date and Appointment Date,22  to 28 Days,Dec-22,0.0426228074944082,2022-12-01
Time between Booking Date and Appointment Date,22  to 28 Days,Dec-22,1140789.0,2022-12-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jan-23,0.0399009850399613,2023-01-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jan-23,1175249.0,2023-01-01
Time between Booking Date and Appointment Date,22  to 28 Days,Feb-23,0.0443763984998957,2023-02-01
Time between Booking Date and Appointment Date,22  to 28 Days,Feb-23,1210078.0,2023-02-01
Time between Booking Date and Appointment Date,22  to 28 Days,Mar-23,0.0487806332123076,2023-03-01
Time between Booking Date and Appointment Date,22  to 28 Days,Mar-23,1538278.0,2023-03-01
Time between Booking Date and Appointment Date,22  to 28 Days,Apr-23,0.0555181359332354,2023-04-01
Time between Booking Date and Appointment Date,22  to 28 Days,Apr-23,1341232.0,2023-04-01
Time between Booking Date and Appointment Date,22  to 28 Days,May-23,0.0485594776069158,2023-05-01
Time between Booking Date and Appointment Date,22  to 28 Days,May-23,1344394.0,2023-05-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jun-23,0.0489629509171606,2023-06-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jun-23,1439216.0,2023-06-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jul-23,0.0473274364080146,2023-07-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jul-23,1313874.0,2023-07-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jul-23,1314246.0,2023-07-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jul-23,0.0473450299779519,2023-07-01
Time between Booking Date and Appointment Date,22  to 28 Days,Aug-23,0.0490671379640806,2023-08-01
Time between Booking Date and Appointment Date,22  to 28 Days,Aug-23,1383535.0,2023-08-01
Time between Booking Date and Appointment Date,22  to 28 Days,Sep-23,0.0573901248164157,2023-09-01
Time between Booking Date and Appointment Date,22  to 28 Days,Sep-23,1784920.0,2023-09-01
Time between Booking Date and Appointment Date,22  to 28 Days,Oct-23,0.0571207729321706,2023-10-01
Time between Booking Date and Appointment Date,22  to 28 Days,Oct-23,1953693.0,2023-10-01
Time between Booking Date and Appointment Date,22  to 28 Days,Nov-23,0.048398312817484,2023-11-01
Time between Booking Date and Appointment Date,22  to 28 Days,Nov-23,1522394.0,2023-11-01
Time between Booking Date and Appointment Date,22  to 28 Days,Dec-23,0.0458076386870674,2023-12-01
Time between Booking Date and Appointment Date,22  to 28 Days,Dec-23,1180565.0,2023-12-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jan-24,0.0445017117348326,2024-01-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jan-24,1442344.0,2024-01-01
Time between Booking Date and Appointment Date,22  to 28 Days,Feb-24,0.0475954397776002,2024-02-01
Time between Booking Date and Appointment Date,22  to 28 Days,Feb-24,1452638.0,2024-02-01
Time between Booking Date and Appointment Date,22  to 28 Days,Mar-24,0.0494858772525376,2024-03-01
Time between Booking Date and Appointment Date,22  to 28 Days,Mar-24,1460534.0,2024-03-01
Time between Booking Date and Appointment Date,22  to 28 Days,Apr-24,0.0513988503517355,2024-04-01
Time between Booking Date and Appointment Date,22  to 28 Days,Apr-24,1547078.0,2024-04-01
Time between Booking Date and Appointment Date,22  to 28 Days,May-24,0.0506110307657974,2024-05-01
Time between Booking Date and Appointment Date,22  to 28 Days,May-24,1522164.0,2024-05-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jun-24,0.0503474403270518,2024-06-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jun-24,1416303.0,2024-06-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jul-24,0.0503855319479289,2024-07-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jul-24,1571931.0,2024-07-01
Time between Booking Date and Appointment Date,22  to 28 Days,Aug-24,0.0488367243979765,2024-08-01
Time between Booking Date and Appointment Date,22  to 28 Days,Aug-24,1343714.0,2024-08-01
Time between Booking Date and Appointment Date,22  to 28 Days,Sep-24,0.0500697073043138,2024-09-01
Time between Booking Date and Appointment Date,22  to 28 Days,Sep-24,1495577.0,2024-09-01
Time between Booking Date and Appointment Date,22  to 28 Days,Oct-24,0.0660581692326723,2024-10-01
Time between Booking Date and Appointment Date,22  to 28 Days,Oct-24,2544135.0,2024-10-01
Time between Booking Date and Appointment Date,22  to 28 Days,Nov-24,0.0526433877522285,2024-11-01
Time between Booking Date and Appointment Date,22  to 28 Days,Nov-24,1656256.0,2024-11-01
Time between Booking Date and Appointment Date,22  to 28 Days,Dec-24,0.0490397347538183,2024-12-01
Time between Booking Date and Appointment Date,22  to 28 Days,Dec-24,1386407.0,2024-12-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jan-25,0.0468127876234715,2025-01-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jan-25,1544169.0,2025-01-01
Time between Booking Date and Appointment Date,22  to 28 Days,Feb-25,0.0496758681002748,2025-02-01
Time between Booking Date and Appointment Date,22  to 28 Days,Feb-25,1471861.0,2025-02-01
Time between Booking Date and Appointment Date,22  to 28 Days,Mar-25,0.0518823294792574,2025-03-01
Time between Booking Date and Appointment Date,22  to 28 Days,Mar-25,1626247.0,2025-03-01
Time between Booking Date and Appointment Date,22  to 28 Days,Apr-25,0.0544978199928129,2025-04-01
Time between Booking Date and Appointment Date,22  to 28 Days,Apr-25,1593581.0,2025-04-01
Time between Booking Date and Appointment Date,22  to 28 Days,May-25,0.0502556010796699,2025-05-01
Time between Booking Date and Appointment Date,22  to 28 Days,May-25,1463816.0,2025-05-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jun-25,0.0515337599905686,2025-06-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jun-25,1571903.0,2025-06-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jul-25,0.0515987815919622,2025-07-01
Time between Booking Date and Appointment Date,22  to 28 Days,Jul-25,1678169.0,2025-07-01
Time between Booking Date and Appointment Date,22  to 28 Days,Aug-25,0.0522786804959,2025-08-01
Time between Booking Date and Appointment Date,22  to 28 Days,Aug-25,1421318.0,2025-08-01
Time between Booking Date and Appointment Date,22  to 28 Days,Sep-25,0.0507588381267451,2025-09-01
Time between Booking Date and Appointment Date,22  to 28 Days,Sep-25,1629325.0,2025-09-01
Time between Booking Date and Appointment Date,22  to 28 Days,Oct-25,0.0634769390951108,2025-10-01
Time between Booking Date and Appointment Date,22  to 28 Days,Oct-25,2497542.0,2025-10-01
Time between Booking Date and Appointment Date,22  to 28 Days,Nov-25,0.0519817269398751,2025-11-01
Time between Booking Date and Appointment Date,22  to 28 Days,Nov-25,1618907.0,2025-11-01
Time between Booking Date and Appointment Date,22  to 28 Days,Dec-25,0.049054234486112,2025-12-01
Time between Booking Date and Appointment Date,22  to 28 Days,Dec-25,1514064.0,2025-12-01
Time between Booking Date and Appointment Date,8  to 14 Days,Feb-21,0.0997949558761599,2021-02-01
Time between Booking Date and Appointment Date,8  to 14 Days,Feb-21,2235364.0,2021-02-01
Time between Booking Date and Appointment Date,8  to 14 Days,Mar-21,0.113778723886908,2021-03-01
Time between Booking Date and Appointment Date,8  to 14 Days,Mar-21,3097674.0,2021-03-01
Time between Booking Date and Appointment Date,8  to 14 Days,Apr-21,0.121927901637241,2021-04-01
Time between Booking Date and Appointment Date,8  to 14 Days,Apr-21,2911630.0,2021-04-01
Time between Booking Date and Appointment Date,8  to 14 Days,May-21,0.128858392927293,2021-05-01
Time between Booking Date and Appointment Date,8  to 14 Days,May-21,3029254.0,2021-05-01
Time between Booking Date and Appointment Date,8  to 14 Days,Jun-21,0.125437506361031,2021-06-01
Time between Booking Date and Appointment Date,8  to 14 Days,Jun-21,3359741.0,2021-06-01
Time between Booking Date and Appointment Date,8  to 14 Days,Jul-21,0.124481904443177,2021-07-01
Time between Booking Date and Appointment Date,8  to 14 Days,Jul-21,3204067.0,2021-07-01
Time between Booking Date and Appointment Date,8  to 14 Days,Aug-21,0.121127338890871,2021-08-01
